<<<<<<< HEAD
timestamp,machine_id,temperature,vibration,pressure,current,voltage,rpm,humidity,load,failure_status
2025-01-01 07:30:00,M_003,64.54,1.6467,99.54,21.17,226.55,1508.56,40.83,47.72,0
2025-01-01 07:35:00,M_001,62.53,1.4406,92.47,20.19,221.09,1445.47,46.06,73.26,0
2025-01-01 07:40:00,M_003,63.12,1.6064,108.45,19.34,223.56,1554.98,60.64,85.01,0
2025-01-01 07:45:00,M_003,52.87,1.4526,93.58,22.49,218.03,1508.93,53.84,74.38,0
2025-01-01 07:50:00,M_001,50.96,1.2537,64.96,18.21,221.96,1447.6,47.61,51.33,1
2025-01-01 07:55:00,M_003,65.91,1.1682,88.68,20.61,207.35,1415.79,50.13,91.88,0
2025-01-01 08:00:00,M_005,50.1,1.8957,110.23,16.67,221.09,1436.44,56.76,77.04,0
2025-01-01 08:05:00,M_002,59.26,1.6942,106.25,20.72,213.43,1503.68,44.48,55.6,0
2025-01-01 08:10:00,M_002,58.16,1.8111,92.03,18.68,223.74,1372.72,54.48,64.59,0
2025-01-01 08:15:00,M_001,57.7,1.5011,101.53,19.24,217.33,1441.58,41.1,77.46,0
2025-01-01 08:20:00,M_004,61.57,1.5677,98.79,19.42,217.28,1524.03,48.32,66.07,0
2025-01-01 08:25:00,M_001,56.61,1.4465,100.78,15.56,214.18,1478.16,56.01,83.76,0
2025-01-01 08:30:00,M_004,61.98,1.8472,103.18,16.77,220.92,1411.24,55.23,78.96,0
2025-01-01 08:35:00,M_002,60.71,1.3965,96.0,21.66,215.76,1468.43,27.57,74.77,0
2025-01-01 08:40:00,M_001,70.49,1.2048,99.73,20.21,219.74,1495.12,47.51,61.61,0
2025-01-01 08:45:00,M_005,53.07,1.6564,90.95,22.92,218.37,1546.97,52.46,73.45,0
2025-01-01 08:50:00,M_003,60.15,1.4544,100.42,17.26,214.88,1522.72,40.52,91.55,0
2025-01-01 08:55:00,M_004,62.16,1.575,89.7,21.7,218.06,1520.93,54.81,76.71,0
2025-01-01 09:00:00,M_003,58.72,1.7133,106.53,20.92,217.05,1535.98,34.84,77.49,0
2025-01-01 09:05:00,M_003,53.31,1.3263,92.68,22.33,224.85,1416.27,36.36,56.33,0
2025-01-01 09:10:00,M_001,66.29,1.4343,101.47,19.78,225.68,1562.23,17.04,66.32,0
2025-01-01 09:15:00,M_003,61.68,1.4069,104.14,20.23,213.4,1562.36,41.4,70.51,0
2025-01-01 09:20:00,M_005,53.67,1.886,109.32,18.25,220.97,1469.39,23.57,70.91,0
2025-01-01 09:25:00,M_003,62.19,1.5043,108.87,19.46,218.6,1350.22,56.99,80.23,0
2025-01-01 09:30:00,M_001,68.51,1.5469,106.97,19.02,215.6,1566.47,64.53,58.8,0
2025-01-01 09:35:00,M_005,59.82,1.1531,99.92,17.35,220.73,1362.44,35.75,72.71,0
2025-01-01 09:40:00,M_002,59.99,1.7192,105.58,20.27,222.35,1518.92,43.13,71.45,0
2025-01-01 09:45:00,M_003,67.84,1.6284,101.38,21.88,206.69,1477.46,46.07,83.96,0
2025-01-01 09:50:00,M_001,55.15,1.2494,101.81,22.36,225.02,1469.93,36.5,72.6,0
2025-01-01 09:55:00,M_002,68.64,2.0769,96.9,18.38,223.55,1478.39,49.1,64.67,0
2025-01-01 10:00:00,M_002,64.86,1.6012,108.71,19.93,219.87,1506.63,43.31,49.03,0
2025-01-01 10:05:00,M_004,55.38,1.3129,95.99,19.73,215.61,1392.8,31.44,68.6,0
2025-01-01 10:10:00,M_005,56.66,1.4991,94.65,22.95,222.45,1490.46,49.08,70.44,0
2025-01-01 10:15:00,M_003,57.38,1.3894,102.04,43.02,239.81,1428.6,50.22,68.99,1
2025-01-01 10:20:00,M_001,50.83,1.9632,91.04,17.39,226.35,1474.8,24.48,82.91,0
2025-01-01 10:25:00,M_004,61.3,1.78,100.59,20.97,224.49,1508.1,44.86,76.93,0
2025-01-01 10:30:00,M_005,55.61,1.6362,108.17,21.06,220.1,1543.8,40.74,64.94,0
2025-01-01 10:35:00,M_004,61.48,2.0151,102.08,19.6,215.97,1463.25,47.77,64.4,0
2025-01-01 10:40:00,M_005,53.55,1.1885,100.16,17.47,222.48,1589.52,58.32,71.83,0
2025-01-01 10:45:00,M_005,64.62,1.7328,95.8,33.75,258.54,1455.32,56.66,59.24,1
2025-01-01 10:50:00,M_003,63.69,1.6642,92.49,22.43,218.33,1456.61,55.29,67.8,0
2025-01-01 10:55:00,M_005,56.47,1.4309,104.32,18.91,222.06,1551.43,46.46,69.95,0
2025-01-01 11:00:00,M_004,61.8,1.4322,100.14,22.39,217.6,1487.61,42.37,62.71,0
2025-01-01 11:05:00,M_005,60.41,1.777,103.12,20.01,211.29,1509.02,24.48,67.69,0
2025-01-01 11:10:00,M_003,67.41,1.755,89.04,22.84,211.69,1475.55,53.05,61.56,0
2025-01-01 11:15:00,M_003,54.84,1.0733,103.66,22.84,220.78,1481.31,54.61,95.42,0
2025-01-01 11:20:00,M_004,59.24,2.0449,109.93,19.95,227.62,1517.49,28.3,86.94,0
2025-01-01 11:25:00,M_002,56.8,1.8428,106.71,20.83,215.16,1563.56,49.58,67.04,0
2025-01-01 11:30:00,M_002,60.22,1.4155,101.48,18.6,215.98,1507.01,55.27,59.91,0
2025-01-01 11:35:00,M_005,62.67,1.2626,94.78,16.75,221.5,1521.44,36.24,40.33,0
2025-01-01 11:40:00,M_001,56.74,1.8331,100.61,20.5,220.18,1549.08,52.95,55.7,0
2025-01-01 11:45:00,M_005,58.18,1.6489,100.77,17.07,221.43,1476.74,33.43,79.55,0
2025-01-01 11:50:00,M_004,64.83,1.7149,97.52,24.19,222.59,1451.04,40.38,68.66,0
2025-01-01 11:55:00,M_004,83.79,1.6713,97.9,22.28,219.91,1177.28,33.3,100.0,1
2025-01-01 12:00:00,M_004,62.47,1.8644,110.49,19.7,220.68,1455.7,53.13,75.68,0
2025-01-01 12:05:00,M_004,59.31,1.7568,54.51,25.33,214.37,1447.8,53.09,65.61,1
2025-01-01 12:10:00,M_004,97.98,2.8165,97.86,18.74,217.91,1554.99,39.68,81.4,1
2025-01-01 12:15:00,M_003,62.74,1.3223,102.81,19.22,226.31,1405.79,32.52,75.08,0
2025-01-01 12:20:00,M_002,78.19,1.6068,110.9,19.19,222.36,1196.1,71.4,100.0,1
2025-01-01 12:25:00,M_004,51.76,2.1869,98.49,19.87,221.4,1438.74,45.76,69.06,0
2025-01-01 12:30:00,M_001,62.86,1.4551,91.01,38.83,249.08,1589.56,44.48,81.18,1
2025-01-01 12:35:00,M_001,55.7,1.6089,89.32,20.91,215.98,1520.13,37.09,78.03,0
2025-01-01 12:40:00,M_001,52.92,1.7684,112.6,18.0,214.63,1456.19,35.24,55.27,0
2025-01-01 12:45:00,M_001,51.66,1.3742,90.45,20.26,210.82,1472.92,50.35,82.5,0
2025-01-01 12:50:00,M_003,58.92,1.7392,100.38,18.91,218.65,1495.81,48.53,72.96,0
2025-01-01 12:55:00,M_001,54.92,1.5042,92.44,20.13,218.05,1531.78,39.82,65.78,0
2025-01-01 13:00:00,M_004,48.37,1.875,96.06,17.83,220.92,1516.8,53.34,61.12,0
2025-01-01 13:05:00,M_005,58.21,1.2166,96.76,18.27,225.18,1499.33,42.86,67.65,0
2025-01-01 13:10:00,M_001,57.55,2.1942,90.22,24.25,216.87,1464.66,51.37,69.81,0
2025-01-01 13:15:00,M_003,59.25,1.4063,106.1,18.16,226.25,1485.51,48.93,60.85,0
2025-01-01 13:20:00,M_003,56.86,1.6564,102.15,21.05,222.57,1567.1,43.45,73.17,0
2025-01-01 13:25:00,M_001,69.15,1.5015,97.86,18.93,227.11,1606.4,52.49,58.15,0
2025-01-01 13:30:00,M_005,62.59,1.1764,97.13,17.97,214.3,1555.13,56.0,45.63,0
2025-01-01 13:35:00,M_001,57.5,1.75,105.44,20.13,225.86,1452.19,55.18,70.67,0
2025-01-01 13:40:00,M_003,59.68,1.4207,100.45,18.26,216.63,1571.63,30.42,75.35,0
2025-01-01 13:45:00,M_002,67.07,1.6577,110.43,21.04,216.02,1483.47,55.95,78.81,0
2025-01-01 13:50:00,M_004,64.78,1.2585,97.76,19.75,219.7,1500.16,49.99,81.83,0
2025-01-01 13:55:00,M_003,53.02,1.4221,102.13,22.67,215.76,1436.89,51.16,53.69,0
2025-01-01 14:00:00,M_001,55.13,1.4117,93.84,17.39,222.15,1505.68,23.9,72.26,0
2025-01-01 14:05:00,M_004,56.09,1.6652,97.83,20.55,224.21,1460.75,30.37,79.04,0
2025-01-01 14:10:00,M_001,57.8,1.5924,105.19,20.74,222.47,1568.78,42.56,70.58,0
2025-01-01 14:15:00,M_001,104.94,2.341,105.89,18.01,219.72,1627.21,26.94,69.39,1
2025-01-01 14:20:00,M_002,60.17,1.389,109.21,18.67,225.9,1499.92,62.18,74.88,0
2025-01-01 14:25:00,M_004,63.68,1.5945,102.23,17.15,222.14,1523.86,36.44,81.11,0
2025-01-01 14:30:00,M_004,64.51,1.5593,106.18,16.88,219.27,1484.61,33.19,70.16,0
2025-01-01 14:35:00,M_002,58.37,1.5387,103.12,38.63,240.61,1506.0,40.95,72.83,1
2025-01-01 14:40:00,M_003,51.83,2.0908,97.93,21.61,215.58,1470.44,42.79,63.09,0
2025-01-01 14:45:00,M_001,54.8,1.6656,92.43,19.74,215.18,1515.57,47.57,61.97,0
2025-01-01 14:50:00,M_005,57.4,2.0772,98.84,19.82,217.73,1520.09,22.31,54.82,0
2025-01-01 14:55:00,M_001,53.77,1.4791,94.27,17.4,214.74,1514.94,31.74,51.66,0
2025-01-01 15:00:00,M_001,65.7,1.4855,105.27,15.8,214.25,1537.33,39.23,75.55,0
2025-01-01 15:05:00,M_003,54.1,1.3484,105.56,20.68,215.42,1481.78,50.61,68.54,0
2025-01-01 15:10:00,M_001,63.09,1.5906,94.92,18.68,225.37,1634.49,42.51,68.5,0
2025-01-01 15:15:00,M_002,51.59,1.4023,105.56,16.4,215.96,1467.37,46.7,77.16,0
2025-01-01 15:20:00,M_002,63.29,1.3596,94.1,18.91,224.12,1466.85,56.13,88.45,0
2025-01-01 15:25:00,M_004,59.3,0.9299,107.22,20.5,216.8,1374.21,44.2,70.97,0
2025-01-01 15:30:00,M_005,67.56,1.9398,99.19,20.81,220.95,1537.94,49.77,57.99,0
2025-01-01 15:35:00,M_001,54.34,1.385,102.29,20.4,215.93,1356.99,44.1,70.64,0
2025-01-01 15:40:00,M_001,57.18,1.9425,107.25,18.61,220.98,1482.92,58.22,78.62,0
2025-01-01 15:45:00,M_003,58.15,1.4711,102.98,21.19,231.39,1462.4,51.75,52.56,0
2025-01-01 15:50:00,M_002,59.24,1.6934,99.33,19.96,216.51,1428.07,17.32,81.87,0
2025-01-01 15:55:00,M_005,58.27,1.5223,104.37,18.25,218.53,1503.2,48.88,60.82,0
2025-01-01 16:00:00,M_004,58.37,1.6244,95.16,17.77,214.06,1588.36,64.39,84.2,0
2025-01-01 16:05:00,M_002,58.28,1.1973,90.36,20.39,225.5,1536.5,57.23,68.62,0
2025-01-01 16:10:00,M_004,49.64,1.8547,105.73,21.74,226.3,1461.85,40.17,60.56,0
2025-01-01 16:15:00,M_003,64.97,1.3899,93.44,21.19,215.34,1599.51,52.79,75.62,0
2025-01-01 16:20:00,M_003,74.31,1.7777,104.61,20.33,219.21,1463.36,36.17,63.1,0
2025-01-01 16:25:00,M_001,61.49,1.0618,100.71,21.27,222.1,1554.68,43.04,46.56,0
2025-01-01 16:30:00,M_005,54.32,1.2736,99.93,24.74,220.34,1413.12,37.86,67.25,0
2025-01-01 16:35:00,M_004,54.83,1.6115,95.27,20.58,215.37,1488.39,46.35,86.5,0
2025-01-01 16:40:00,M_002,63.07,1.4509,97.75,20.31,215.17,1440.57,65.76,62.14,0
2025-01-01 16:45:00,M_003,61.93,1.6371,100.07,34.31,235.08,1603.87,28.32,52.8,1
2025-01-01 16:50:00,M_001,58.58,1.5623,100.99,21.5,225.12,1465.39,52.21,59.32,0
2025-01-01 16:55:00,M_001,63.77,2.0484,95.48,17.33,223.32,1448.95,37.89,64.12,0
2025-01-01 17:00:00,M_004,49.68,1.6621,103.72,20.35,228.34,1523.26,36.22,85.1,0
2025-01-01 17:05:00,M_003,63.77,1.3702,104.04,22.01,214.96,1487.52,49.36,52.48,0
2025-01-01 17:10:00,M_005,61.19,1.382,102.42,23.49,221.5,1607.35,45.3,66.82,0
2025-01-01 17:15:00,M_003,55.02,1.8612,97.81,20.04,220.68,1515.44,48.42,56.76,0
2025-01-01 17:20:00,M_004,52.83,1.0415,104.3,19.09,221.86,1503.27,44.51,74.61,0
2025-01-01 17:25:00,M_004,60.61,1.6678,103.11,20.33,223.05,1536.02,43.46,80.64,0
2025-01-01 17:30:00,M_003,67.04,1.1653,90.23,18.71,235.99,1488.91,45.97,74.16,0
2025-01-01 17:35:00,M_004,58.86,1.8328,101.06,23.14,235.79,1511.9,44.05,71.69,0
2025-01-01 17:40:00,M_003,55.74,1.3703,109.67,20.96,221.8,1458.12,42.65,58.29,0
2025-01-01 17:45:00,M_002,60.96,1.6579,104.86,19.89,228.07,1468.91,45.58,65.65,0
2025-01-01 17:50:00,M_003,69.1,1.5112,105.77,22.23,215.69,1454.31,39.99,70.45,0
2025-01-01 17:55:00,M_003,62.16,5.0748,96.49,17.69,219.5,1226.11,59.79,83.93,1
2025-01-01 18:00:00,M_004,62.7,1.6921,100.63,15.86,216.01,1466.74,28.87,57.7,0
2025-01-01 18:05:00,M_004,66.11,1.2837,68.07,20.84,221.26,1538.99,30.71,62.48,1
2025-01-01 18:10:00,M_001,62.36,1.7406,99.99,22.15,222.63,1456.72,60.84,72.54,0
2025-01-01 18:15:00,M_001,56.1,1.1994,97.43,19.72,231.5,1451.65,52.14,82.75,0
2025-01-01 18:20:00,M_002,51.28,1.5726,93.82,18.64,215.34,1511.93,32.49,63.26,0
2025-01-01 18:25:00,M_001,55.39,1.5117,100.32,18.09,226.63,1506.93,52.15,92.21,0
2025-01-01 18:30:00,M_003,54.48,1.3192,96.1,17.53,217.93,1542.85,37.69,63.59,0
2025-01-01 18:35:00,M_004,63.3,1.9139,102.93,21.33,217.21,1440.88,49.15,58.73,0
2025-01-01 18:40:00,M_001,63.99,1.5101,99.85,21.64,218.82,1423.08,44.73,66.36,0
2025-01-01 18:45:00,M_001,60.88,1.3735,90.36,21.84,229.9,1560.81,49.79,61.5,0
2025-01-01 18:50:00,M_002,53.66,1.5896,106.91,20.01,210.19,1432.29,46.58,71.5,0
2025-01-01 18:55:00,M_002,68.93,1.0633,102.18,17.69,222.26,1541.49,36.56,78.25,0
2025-01-01 19:00:00,M_003,57.92,2.2355,97.71,18.57,225.63,1382.42,39.89,77.54,0
2025-01-01 19:05:00,M_004,63.02,1.1743,98.32,21.2,215.16,1528.4,45.85,77.78,0
2025-01-01 19:10:00,M_002,60.25,1.6655,93.86,17.93,222.67,1499.44,30.9,66.36,0
2025-01-01 19:15:00,M_001,61.04,1.5183,99.69,19.8,216.38,1520.24,38.91,70.9,0
2025-01-01 19:20:00,M_004,62.84,1.8541,103.41,17.97,229.81,1538.37,42.81,54.56,0
2025-01-01 19:25:00,M_004,56.52,1.5534,108.72,18.61,213.56,1547.36,45.21,59.63,0
2025-01-01 19:30:00,M_001,66.53,1.3085,99.56,17.7,222.9,1523.25,38.74,79.81,0
2025-01-01 19:35:00,M_002,52.1,0.9426,100.24,20.03,217.84,1541.75,52.52,67.95,0
2025-01-01 19:40:00,M_001,54.81,0.966,105.96,17.07,219.3,1556.15,29.6,69.46,0
2025-01-01 19:45:00,M_004,66.46,1.4286,94.21,18.48,218.56,1563.72,45.19,73.68,0
2025-01-01 19:50:00,M_005,79.65,1.9111,100.73,21.7,225.55,1250.24,50.96,82.17,1
2025-01-01 19:55:00,M_005,72.7,0.9984,96.22,22.1,220.97,1452.64,75.36,73.04,0
2025-01-01 20:00:00,M_003,60.34,2.0548,100.66,21.34,212.97,1487.44,31.65,65.45,0
2025-01-01 20:05:00,M_001,68.5,1.8261,104.68,22.83,221.91,1495.04,25.16,77.91,0
2025-01-01 20:10:00,M_001,50.71,1.0954,91.74,28.3,249.89,1466.01,54.79,68.91,1
2025-01-01 20:15:00,M_003,52.93,1.1744,105.56,19.82,225.26,1442.68,49.39,60.29,0
2025-01-01 20:20:00,M_003,113.81,2.1618,101.8,20.15,221.74,1546.26,48.51,67.44,1
2025-01-01 20:25:00,M_003,51.3,1.5898,100.7,23.9,212.46,1515.01,25.28,57.73,0
2025-01-01 20:30:00,M_004,59.01,1.4831,106.73,19.53,225.94,1466.56,42.65,83.11,0
2025-01-01 20:35:00,M_001,65.84,1.4719,96.05,21.6,225.77,1501.88,47.5,73.7,0
2025-01-01 20:40:00,M_004,62.51,1.3486,93.3,23.39,222.68,1515.04,31.33,80.91,0
2025-01-01 20:45:00,M_003,60.06,1.5535,94.88,20.26,221.52,1442.32,30.34,78.78,0
2025-01-01 20:50:00,M_001,57.75,1.7511,102.66,19.06,221.94,1460.08,38.36,62.31,0
2025-01-01 20:55:00,M_004,61.01,1.4615,97.53,19.23,225.84,1484.3,36.58,71.66,0
2025-01-01 21:00:00,M_004,62.89,1.3012,95.63,16.58,226.88,1492.25,51.4,73.63,0
2025-01-01 21:05:00,M_003,82.3,2.8038,95.11,19.08,222.74,1420.24,39.87,76.96,1
2025-01-01 21:10:00,M_001,61.86,1.4336,100.87,17.16,223.25,1537.3,34.79,76.97,0
2025-01-01 21:15:00,M_003,65.39,1.6656,99.86,21.56,221.07,1501.56,66.24,65.44,0
2025-01-01 21:20:00,M_001,58.89,1.47,92.91,16.88,232.1,1487.58,50.84,76.19,0
2025-01-01 21:25:00,M_005,60.34,1.8255,93.07,20.78,209.87,1464.26,49.19,73.48,0
2025-01-01 21:30:00,M_002,62.42,1.87,97.37,22.28,216.77,1449.34,35.3,61.14,0
2025-01-01 21:35:00,M_002,62.76,1.8595,104.59,21.46,216.09,1500.79,34.25,63.89,0
2025-01-01 21:40:00,M_002,64.39,1.3344,97.87,19.03,230.59,1507.88,41.81,76.13,0
2025-01-01 21:45:00,M_003,54.93,1.3314,92.62,21.53,218.99,1598.48,58.13,69.14,0
